raw_bijoy	context	source_file	question_number	correct_bengali
8	8	M1 MCQ 1.mhtml	10	
6	6	M1 MCQ 1.mhtml	10	
12	12	M1 MCQ 1.mhtml	10	
9	9	M1 MCQ 1.mhtml	10	
I 	(1,2)  I (−2,3) 	M1 MCQ 1.mhtml	11	
I 	 (1, 2)  I  (4, 0) 	M1 MCQ 1.mhtml	11	
I 	 (2, 3)  I   (4,  0) 	M1 MCQ 1.mhtml	11	
 I 	 (2, 3)  I  (2, −1) 	M1 MCQ 1.mhtml	11	
Ges	3(p2−q2)x+6y=7  Ges  3(p2+q2) x+18y=21  mgxKiY `ywU GKB mij‡iLv cÖKvk Ki‡j p  I q  Gi gvb KZ nIqv m¤	M1 MCQ 1.mhtml	12	
mgxKiY `ywU	3(p2−q2)x+6y=7  Ges  3(p2+q2) x+18y=21  mgxKiY `ywU GKB mij‡iLv cÖKvk Ki‡j p  I q  Gi gvb KZ nIqv m¤	M1 MCQ 1.mhtml	12	
 I 	3(p2−q2)x+6y=7  Ges  3(p2+q2) x+18y=21  mgxKiY `ywU GKB mij‡iLv cÖKvk Ki‡j p  I q  Gi gvb KZ nIqv m¤	M1 MCQ 1.mhtml	12	
 Gi 	3(p2−q2)x+6y=7  Ges  3(p2+q2) x+18y=21  mgxKiY `ywU GKB mij‡iLv cÖKvk Ki‡j p  I q  Gi gvb KZ nIqv m¤	M1 MCQ 1.mhtml	12	
Ges	x+y=0,x−y=0  Ges x=7  †iLvÎq Øviv MwVZ wÎfz‡Ri †KvY wZbwU n‡e-	M1 MCQ 1.mhtml	13	
Ges	†KvY¸‡jv n‡”Q, 45o,45o  Ges 90o 	M1 MCQ 1.mhtml	13	
Gi 	∆ABC   Gi    D (3,2) , E(5,9)  Ges   F (11,3)  h_vµ‡g BC,AC  I AB  Gi ga¨we›`y n‡j A  Gi ¯’vbv¼ †Kvb	M1 MCQ 1.mhtml	15	
 Ges	∆ABC   Gi    D (3,2) , E(5,9)  Ges   F (11,3)  h_vµ‡g BC,AC  I AB  Gi ga¨we›`y n‡j A  Gi ¯’vbv¼ †Kvb	M1 MCQ 1.mhtml	15	
 I 	∆ABC   Gi    D (3,2) , E(5,9)  Ges   F (11,3)  h_vµ‡g BC,AC  I AB  Gi ga¨we›`y n‡j A  Gi ¯’vbv¼ †Kvb	M1 MCQ 1.mhtml	15	
 I 	3x+4y=5  I 4x−3y=3  †iLvØ‡qi ga¨eZ©x m~²‡Kv‡Yi mgwØLÛ‡Ki mgxKiY †KvbwU?	M1 MCQ 1.mhtml	16	
(1, 2) 	(1, 2) we›`y n‡Z x−3y+4=0  †iLvi Dci GKwU j¤^ Aw¼Z n‡jv| g~jwe›`y n‡Z H j‡¤^i `~iZ¡ KZ?	M1 MCQ 1.mhtml	19	
j	(1, 2) we›`y n‡Z x−3y+4=0  †iLvi Dci GKwU j¤^ Aw¼Z n‡jv| g~jwe›`y n‡Z H j‡¤^i `~iZ¡ KZ?	M1 MCQ 1.mhtml	19	
v	(1, 2) we›`y n‡Z x−3y+4=0  †iLvi Dci GKwU j¤^ Aw¼Z n‡jv| g~jwe›`y n‡Z H j‡¤^i `~iZ¡ KZ?	M1 MCQ 1.mhtml	19	
GKK	2+32  GKK	M1 MCQ 1.mhtml	19	
GKK	2−32  GKK	M1 MCQ 1.mhtml	19	
GKK	2+3  GKK	M1 MCQ 1.mhtml	19	
GKK	2−3  GKK	M1 MCQ 1.mhtml	19	
|	3x+y=3+2 | g~jwe›`y n‡Z j‡¤^i `~iZ¡	M1 MCQ 1.mhtml	19	
GKK	=|0+0−2−32|=2+32  GKK	M1 MCQ 1.mhtml	19	
Zvgvi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
Avgiv	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
 I 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
| 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
 GB 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
| 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
Zvgvi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
`	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
Avgiv	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
Kwi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
| 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
, 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
 `	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
, 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
` 	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
welq	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
Zvgvi	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
-	wcÖq wkÿv_©x, †Zvgvi cÖwZwU K¬v‡mi gv‡bvbœq‡b Avgiv m‡Pó I AvšÍwiK| †mRb¨B GB g~j¨vqb cÖwµqv| G‡ÿ‡Î 	M1 MCQ 1.mhtml	20	
gvUvgywU	†gvUvgywU	M1 MCQ 1.mhtml	20	
Lvivc	Lvivc	M1 MCQ 1.mhtml	20	
Kwiwb	K¬vm Kwiwb	M1 MCQ 1.mhtml	20	
I 	(1,3)  I (13,−18)  Gi ms‡hvRK †iLvi mgwÎLÛK we›`y¸‡jvi GKwU n‡jv- 	M1 MCQ 2.mhtml	1	
 Gi 	(1,3)  I (13,−18)  Gi ms‡hvRK †iLvi mgwÎLÛK we›`y¸‡jvi GKwU n‡jv- 	M1 MCQ 2.mhtml	1	
iLvi	(1,3)  I (13,−18)  Gi ms‡hvRK †iLvi mgwÎLÛK we›`y¸‡jvi GKwU n‡jv- 	M1 MCQ 2.mhtml	1	
jvi	(1,3)  I (13,−18)  Gi ms‡hvRK †iLvi mgwÎLÛK we›`y¸‡jvi GKwU n‡jv- 	M1 MCQ 2.mhtml	1	
GKwU	(1,3)  I (13,−18)  Gi ms‡hvRK †iLvi mgwÎLÛK we›`y¸‡jvi GKwU n‡jv- 	M1 MCQ 2.mhtml	1	
n	(1,3)  I (13,−18)  Gi ms‡hvRK †iLvi mgwÎLÛK we›`y¸‡jvi GKwU n‡jv- 	M1 MCQ 2.mhtml	1	
j	(1,3)  I (13,−18)  Gi ms‡hvRK †iLvi mgwÎLÛK we›`y¸‡jvi GKwU n‡jv- 	M1 MCQ 2.mhtml	1	
v	(1,3)  I (13,−18)  Gi ms‡hvRK †iLvi mgwÎLÛK we›`y¸‡jvi GKwU n‡jv- 	M1 MCQ 2.mhtml	1	
- 	(1,3)  I (13,−18)  Gi ms‡hvRK †iLvi mgwÎLÛK we›`y¸‡jvi GKwU n‡jv- 	M1 MCQ 2.mhtml	1	
yi	mgwÎLÐK we›`yi Rb¨, Δx=13−13=+4 	M1 MCQ 2.mhtml	1	
KZ?	∆OAC  Gi †¶Îdj KZ?	M1 MCQ 2.mhtml	2	
eM	332  eM© GKK	M1 MCQ 2.mhtml	2	
GKK	332  eM© GKK	M1 MCQ 2.mhtml	2	
eM	92  eM© GKK	M1 MCQ 2.mhtml	2	
GKK	92  eM© GKK	M1 MCQ 2.mhtml	2	
eM	532  eM© GKK	M1 MCQ 2.mhtml	2	
GKK	532  eM© GKK	M1 MCQ 2.mhtml	2	
eM	932  eM© GKK	M1 MCQ 2.mhtml	2	
GKK	932  eM© GKK	M1 MCQ 2.mhtml	2	
GKK	⇒AC=OC×3=33  GKK	M1 MCQ 2.mhtml	2	
eM	∴∆OAC=12×OC×AC=12×3×33=932  eM© GKK	M1 MCQ 2.mhtml	2	
GKK	∴∆OAC=12×OC×AC=12×3×33=932  eM© GKK	M1 MCQ 2.mhtml	2	
iLvwU	Kv‡Z©mxq ¯’vbv‡¼ cÖKvwkZ x2+y2−3y=0  †iLvwU †cvjvi ¯’vbv‡¼ cÖKvwkZ wb‡Pi †Kvb we›`y w`‡q hvq?	M1 MCQ 2.mhtml	3	
cvjvi	Kv‡Z©mxq ¯’vbv‡¼ cÖKvwkZ x2+y2−3y=0  †iLvwU †cvjvi ¯’vbv‡¼ cÖKvwkZ wb‡Pi †Kvb we›`y w`‡q hvq?	M1 MCQ 2.mhtml	3	
Kvb	Kv‡Z©mxq ¯’vbv‡¼ cÖKvwkZ x2+y2−3y=0  †iLvwU †cvjvi ¯’vbv‡¼ cÖKvwkZ wb‡Pi †Kvb we›`y w`‡q hvq?	M1 MCQ 2.mhtml	3	
hvq	Kv‡Z©mxq ¯’vbv‡¼ cÖKvwkZ x2+y2−3y=0  †iLvwU †cvjvi ¯’vbv‡¼ cÖKvwkZ wb‡Pi †Kvb we›`y w`‡q hvq?	M1 MCQ 2.mhtml	3	
?	Kv‡Z©mxq ¯’vbv‡¼ cÖKvwkZ x2+y2−3y=0  †iLvwU †cvjvi ¯’vbv‡¼ cÖKvwkZ wb‡Pi †Kvb we›`y w`‡q hvq?	M1 MCQ 2.mhtml	3	
ywU	(32,45∘)  we›`ywU mgxKiY‡K wm× K‡i|	M1 MCQ 2.mhtml	3	
wm	(32,45∘)  we›`ywU mgxKiY‡K wm× K‡i|	M1 MCQ 2.mhtml	3	
|	(32,45∘)  we›`ywU mgxKiY‡K wm× K‡i|	M1 MCQ 2.mhtml	3	
Gi 	ΔABC  Gi ∠C=90∘,A(2,4)  Ges C(2,1)  n‡j, B  we›`yi mÂvic_-	M1 MCQ 2.mhtml	4	
 Ges 	ΔABC  Gi ∠C=90∘,A(2,4)  Ges C(2,1)  n‡j, B  we›`yi mÂvic_-	M1 MCQ 2.mhtml	4	
Ges	x=a  Ges 3x−y+1=0  †iLvØ‡qi ga¨eZ©x m~²‡Kv‡Yi gvb-	M1 MCQ 2.mhtml	5	
gvb	x=a  Ges 3x−y+1=0  †iLvØ‡qi ga¨eZ©x m~²‡Kv‡Yi gvb-	M1 MCQ 2.mhtml	5	
-	x=a  Ges 3x−y+1=0  †iLvØ‡qi ga¨eZ©x m~²‡Kv‡Yi gvb-	M1 MCQ 2.mhtml	5	
iLvwU	∴  †iLvwU x -A‡¶i mv‡_ 60o  †KvY Ges y-A¶ ev y-A‡¶i mgvšÍivj †h‡Kv‡bv †iLv x=a  Gi mv‡_ (90o−60o)=30	M1 MCQ 2.mhtml	5	
-	∴  †iLvwU x -A‡¶i mv‡_ 60o  †KvY Ges y-A¶ ev y-A‡¶i mgvšÍivj †h‡Kv‡bv †iLv x=a  Gi mv‡_ (90o−60o)=30	M1 MCQ 2.mhtml	5	
i	∴  †iLvwU x -A‡¶i mv‡_ 60o  †KvY Ges y-A¶ ev y-A‡¶i mgvšÍivj †h‡Kv‡bv †iLv x=a  Gi mv‡_ (90o−60o)=30	M1 MCQ 2.mhtml	5	
KvY	∴  †iLvwU x -A‡¶i mv‡_ 60o  †KvY Ges y-A¶ ev y-A‡¶i mgvšÍivj †h‡Kv‡bv †iLv x=a  Gi mv‡_ (90o−60o)=30	M1 MCQ 2.mhtml	5	
 Ges	∴  †iLvwU x -A‡¶i mv‡_ 60o  †KvY Ges y-A¶ ev y-A‡¶i mgvšÍivj †h‡Kv‡bv †iLv x=a  Gi mv‡_ (90o−60o)=30	M1 MCQ 2.mhtml	5	
 y	∴  †iLvwU x -A‡¶i mv‡_ 60o  †KvY Ges y-A¶ ev y-A‡¶i mgvšÍivj †h‡Kv‡bv †iLv x=a  Gi mv‡_ (90o−60o)=30	M1 MCQ 2.mhtml	5	
ev	∴  †iLvwU x -A‡¶i mv‡_ 60o  †KvY Ges y-A¶ ev y-A‡¶i mgvšÍivj †h‡Kv‡bv †iLv x=a  Gi mv‡_ (90o−60o)=30	M1 MCQ 2.mhtml	5	
 y	∴  †iLvwU x -A‡¶i mv‡_ 60o  †KvY Ges y-A¶ ev y-A‡¶i mgvšÍivj †h‡Kv‡bv †iLv x=a  Gi mv‡_ (90o−60o)=30	M1 MCQ 2.mhtml	5	
i	∴  †iLvwU x -A‡¶i mv‡_ 60o  †KvY Ges y-A¶ ev y-A‡¶i mgvšÍivj †h‡Kv‡bv †iLv x=a  Gi mv‡_ (90o−60o)=30	M1 MCQ 2.mhtml	5	
iLv	∴  †iLvwU x -A‡¶i mv‡_ 60o  †KvY Ges y-A¶ ev y-A‡¶i mgvšÍivj †h‡Kv‡bv †iLv x=a  Gi mv‡_ (90o−60o)=30	M1 MCQ 2.mhtml	5	
KvY	∴  †iLvwU x -A‡¶i mv‡_ 60o  †KvY Ges y-A¶ ev y-A‡¶i mgvšÍivj †h‡Kv‡bv †iLv x=a  Gi mv‡_ (90o−60o)=30	M1 MCQ 2.mhtml	5	
|	∴  †iLvwU x -A‡¶i mv‡_ 60o  †KvY Ges y-A¶ ev y-A‡¶i mgvšÍivj †h‡Kv‡bv †iLv x=a  Gi mv‡_ (90o−60o)=30	M1 MCQ 2.mhtml	5	
Kv	†Kv‡bv wÎfz‡Ri GKwU kxl© g~jwe›`y‡Z Ges Zvi wecixZ evûi ga¨we›`y (3, 3) we›`y‡Z Aew¯’Z| wÎfzRwUi fi‡	M1 MCQ 2.mhtml	6	
b	†Kv‡bv wÎfz‡Ri GKwU kxl© g~jwe›`y‡Z Ges Zvi wecixZ evûi ga¨we›`y (3, 3) we›`y‡Z Aew¯’Z| wÎfzRwUi fi‡	M1 MCQ 2.mhtml	6	
v	†Kv‡bv wÎfz‡Ri GKwU kxl© g~jwe›`y‡Z Ges Zvi wecixZ evûi ga¨we›`y (3, 3) we›`y‡Z Aew¯’Z| wÎfzRwUi fi‡	M1 MCQ 2.mhtml	6	
GKwU	†Kv‡bv wÎfz‡Ri GKwU kxl© g~jwe›`y‡Z Ges Zvi wecixZ evûi ga¨we›`y (3, 3) we›`y‡Z Aew¯’Z| wÎfzRwUi fi‡	M1 MCQ 2.mhtml	6	
kxl	†Kv‡bv wÎfz‡Ri GKwU kxl© g~jwe›`y‡Z Ges Zvi wecixZ evûi ga¨we›`y (3, 3) we›`y‡Z Aew¯’Z| wÎfzRwUi fi‡	M1 MCQ 2.mhtml	6	
g~jwe	†Kv‡bv wÎfz‡Ri GKwU kxl© g~jwe›`y‡Z Ges Zvi wecixZ evûi ga¨we›`y (3, 3) we›`y‡Z Aew¯’Z| wÎfzRwUi fi‡	M1 MCQ 2.mhtml	6	
 Ges Zvi 	†Kv‡bv wÎfz‡Ri GKwU kxl© g~jwe›`y‡Z Ges Zvi wecixZ evûi ga¨we›`y (3, 3) we›`y‡Z Aew¯’Z| wÎfzRwUi fi‡	M1 MCQ 2.mhtml	6	
wecixZ	†Kv‡bv wÎfz‡Ri GKwU kxl© g~jwe›`y‡Z Ges Zvi wecixZ evûi ga¨we›`y (3, 3) we›`y‡Z Aew¯’Z| wÎfzRwUi fi‡	M1 MCQ 2.mhtml	6	
(3, 3)	†Kv‡bv wÎfz‡Ri GKwU kxl© g~jwe›`y‡Z Ges Zvi wecixZ evûi ga¨we›`y (3, 3) we›`y‡Z Aew¯’Z| wÎfzRwUi fi‡	M1 MCQ 2.mhtml	6	
Aew	†Kv‡bv wÎfz‡Ri GKwU kxl© g~jwe›`y‡Z Ges Zvi wecixZ evûi ga¨we›`y (3, 3) we›`y‡Z Aew¯’Z| wÎfzRwUi fi‡	M1 MCQ 2.mhtml	6	
i	†Kv‡bv wÎfz‡Ri GKwU kxl© g~jwe›`y‡Z Ges Zvi wecixZ evûi ga¨we›`y (3, 3) we›`y‡Z Aew¯’Z| wÎfzRwUi fi‡	M1 MCQ 2.mhtml	6	
I	 (0, 0)  I  (3, 3)  we›`yi ms‡hvRK †iLvsk‡K 2:1 Abycv‡Z AšÍwe©f³ K‡i †h we›`y Zvi ¯’vbv¼,  (63,63)=(	M1 MCQ 2.mhtml	6	
yi	 (0, 0)  I  (3, 3)  we›`yi ms‡hvRK †iLvsk‡K 2:1 Abycv‡Z AšÍwe©f³ K‡i †h we›`y Zvi ¯’vbv¼,  (63,63)=(	M1 MCQ 2.mhtml	6	
2:1	 (0, 0)  I  (3, 3)  we›`yi ms‡hvRK †iLvsk‡K 2:1 Abycv‡Z AšÍwe©f³ K‡i †h we›`y Zvi ¯’vbv¼,  (63,63)=(	M1 MCQ 2.mhtml	6	
, 	 (0, 0)  I  (3, 3)  we›`yi ms‡hvRK †iLvsk‡K 2:1 Abycv‡Z AšÍwe©f³ K‡i †h we›`y Zvi ¯’vbv¼,  (63,63)=(	M1 MCQ 2.mhtml	6	
awi	awi, C≡(a,0) 	M1 MCQ 2.mhtml	7	
, 	awi, C≡(a,0) 	M1 MCQ 2.mhtml	7	
 I 	3x+4y=25  I 6x+8y=40  †iLvØ‡qi ga¨eZ©x j¤^`~iZ¡ KZ?	M1 MCQ 2.mhtml	8	
GKK	3  GKK	M1 MCQ 2.mhtml	8	
GKK	1  GKK	M1 MCQ 2.mhtml	8	
GKK	32  GKK	M1 MCQ 2.mhtml	8	
GKK	2  GKK	M1 MCQ 2.mhtml	8	
;	3x+4y=25 ; 	M1 MCQ 2.mhtml	8	
 GKK 	∴d=|25−2032+42|=|55|=1  GKK 	M1 MCQ 2.mhtml	8	
I	   (m−6, 0), (m, 6)  I  (m+2, 5)  GKwU wÎfz‡Ri wZbwU kxl© wb‡`©k K‡i| wÎfzRwUi fi‡K›`ª y-A‡ÿ Aew¯’Z 	M1 MCQ 2.mhtml	9	
GKwU	   (m−6, 0), (m, 6)  I  (m+2, 5)  GKwU wÎfz‡Ri wZbwU kxl© wb‡`©k K‡i| wÎfzRwUi fi‡K›`ª y-A‡ÿ Aew¯’Z 	M1 MCQ 2.mhtml	9	
wZbwU	   (m−6, 0), (m, 6)  I  (m+2, 5)  GKwU wÎfz‡Ri wZbwU kxl© wb‡`©k K‡i| wÎfzRwUi fi‡K›`ª y-A‡ÿ Aew¯’Z 	M1 MCQ 2.mhtml	9	
kxl	   (m−6, 0), (m, 6)  I  (m+2, 5)  GKwU wÎfz‡Ri wZbwU kxl© wb‡`©k K‡i| wÎfzRwUi fi‡K›`ª y-A‡ÿ Aew¯’Z 	M1 MCQ 2.mhtml	9	
wb	   (m−6, 0), (m, 6)  I  (m+2, 5)  GKwU wÎfz‡Ri wZbwU kxl© wb‡`©k K‡i| wÎfzRwUi fi‡K›`ª y-A‡ÿ Aew¯’Z 	M1 MCQ 2.mhtml	9	
| 	   (m−6, 0), (m, 6)  I  (m+2, 5)  GKwU wÎfz‡Ri wZbwU kxl© wb‡`©k K‡i| wÎfzRwUi fi‡K›`ª y-A‡ÿ Aew¯’Z 	M1 MCQ 2.mhtml	9	
y	   (m−6, 0), (m, 6)  I  (m+2, 5)  GKwU wÎfz‡Ri wZbwU kxl© wb‡`©k K‡i| wÎfzRwUi fi‡K›`ª y-A‡ÿ Aew¯’Z 	M1 MCQ 2.mhtml	9	
-	   (m−6, 0), (m, 6)  I  (m+2, 5)  GKwU wÎfz‡Ri wZbwU kxl© wb‡`©k K‡i| wÎfzRwUi fi‡K›`ª y-A‡ÿ Aew¯’Z 	M1 MCQ 2.mhtml	9	
Aew	   (m−6, 0), (m, 6)  I  (m+2, 5)  GKwU wÎfz‡Ri wZbwU kxl© wb‡`©k K‡i| wÎfzRwUi fi‡K›`ª y-A‡ÿ Aew¯’Z 	M1 MCQ 2.mhtml	9	
,	   (m−6, 0), (m, 6)  I  (m+2, 5)  GKwU wÎfz‡Ri wZbwU kxl© wb‡`©k K‡i| wÎfzRwUi fi‡K›`ª y-A‡ÿ Aew¯’Z 	M1 MCQ 2.mhtml	9	
6	6	M1 MCQ 2.mhtml	9	
hv	fi‡K›`ª     (m−6+m+m+23 , 0+6+53)=(3m−43 , 113)  hv y-A‡ÿ Aew¯’Z ⇒3m−43=0∴  m=43 	M1 MCQ 2.mhtml	9	
y	fi‡K›`ª     (m−6+m+m+23 , 0+6+53)=(3m−43 , 113)  hv y-A‡ÿ Aew¯’Z ⇒3m−43=0∴  m=43 	M1 MCQ 2.mhtml	9	
-	fi‡K›`ª     (m−6+m+m+23 , 0+6+53)=(3m−43 , 113)  hv y-A‡ÿ Aew¯’Z ⇒3m−43=0∴  m=43 	M1 MCQ 2.mhtml	9	
Aew	fi‡K›`ª     (m−6+m+m+23 , 0+6+53)=(3m−43 , 113)  hv y-A‡ÿ Aew¯’Z ⇒3m−43=0∴  m=43 	M1 MCQ 2.mhtml	9	
Ges	 (x,4), (5,1)  Ges (−1,−5)  kxl©wewkó wÎfz‡Ri ‡ÿÎdj 12 eM© GKK n‡j, x  Gi gvb †KvbwU nIqv m¤¢e?	M1 MCQ 2.mhtml	10	
12	 (x,4), (5,1)  Ges (−1,−5)  kxl©wewkó wÎfz‡Ri ‡ÿÎdj 12 eM© GKK n‡j, x  Gi gvb †KvbwU nIqv m¤¢e?	M1 MCQ 2.mhtml	10	
eM	 (x,4), (5,1)  Ges (−1,−5)  kxl©wewkó wÎfz‡Ri ‡ÿÎdj 12 eM© GKK n‡j, x  Gi gvb †KvbwU nIqv m¤¢e?	M1 MCQ 2.mhtml	10	
GKK	 (x,4), (5,1)  Ges (−1,−5)  kxl©wewkó wÎfz‡Ri ‡ÿÎdj 12 eM© GKK n‡j, x  Gi gvb †KvbwU nIqv m¤¢e?	M1 MCQ 2.mhtml	10	
,	 (x,4), (5,1)  Ges (−1,−5)  kxl©wewkó wÎfz‡Ri ‡ÿÎdj 12 eM© GKK n‡j, x  Gi gvb †KvbwU nIqv m¤¢e?	M1 MCQ 2.mhtml	10	
[	[we›`y¸‡jv Nwoi KvuUvi w`‡K n‡j †ÿÎdj FYvZ¥K, Avi Nwoi KvuUvi wecix‡Z n‡j abvZ¥K] 	M1 MCQ 2.mhtml	10	
jv	[we›`y¸‡jv Nwoi KvuUvi w`‡K n‡j †ÿÎdj FYvZ¥K, Avi Nwoi KvuUvi wecix‡Z n‡j abvZ¥K] 	M1 MCQ 2.mhtml	10	
Nwoi	[we›`y¸‡jv Nwoi KvuUvi w`‡K n‡j †ÿÎdj FYvZ¥K, Avi Nwoi KvuUvi wecix‡Z n‡j abvZ¥K] 	M1 MCQ 2.mhtml	10	
KvuUvi	[we›`y¸‡jv Nwoi KvuUvi w`‡K n‡j †ÿÎdj FYvZ¥K, Avi Nwoi KvuUvi wecix‡Z n‡j abvZ¥K] 	M1 MCQ 2.mhtml	10	
FYv	[we›`y¸‡jv Nwoi KvuUvi w`‡K n‡j †ÿÎdj FYvZ¥K, Avi Nwoi KvuUvi wecix‡Z n‡j abvZ¥K] 	M1 MCQ 2.mhtml	10	
K	[we›`y¸‡jv Nwoi KvuUvi w`‡K n‡j †ÿÎdj FYvZ¥K, Avi Nwoi KvuUvi wecix‡Z n‡j abvZ¥K] 	M1 MCQ 2.mhtml	10	
, Avi 	[we›`y¸‡jv Nwoi KvuUvi w`‡K n‡j †ÿÎdj FYvZ¥K, Avi Nwoi KvuUvi wecix‡Z n‡j abvZ¥K] 	M1 MCQ 2.mhtml	10	
Nwoi	[we›`y¸‡jv Nwoi KvuUvi w`‡K n‡j †ÿÎdj FYvZ¥K, Avi Nwoi KvuUvi wecix‡Z n‡j abvZ¥K] 	M1 MCQ 2.mhtml	10	
KvuUvi	[we›`y¸‡jv Nwoi KvuUvi w`‡K n‡j †ÿÎdj FYvZ¥K, Avi Nwoi KvuUvi wecix‡Z n‡j abvZ¥K] 	M1 MCQ 2.mhtml	10	
abv	[we›`y¸‡jv Nwoi KvuUvi w`‡K n‡j †ÿÎdj FYvZ¥K, Avi Nwoi KvuUvi wecix‡Z n‡j abvZ¥K] 	M1 MCQ 2.mhtml	10	
K	[we›`y¸‡jv Nwoi KvuUvi w`‡K n‡j †ÿÎdj FYvZ¥K, Avi Nwoi KvuUvi wecix‡Z n‡j abvZ¥K] 	M1 MCQ 2.mhtml	10	
] 	[we›`y¸‡jv Nwoi KvuUvi w`‡K n‡j †ÿÎdj FYvZ¥K, Avi Nwoi KvuUvi wecix‡Z n‡j abvZ¥K] 	M1 MCQ 2.mhtml	10	
Kvb	†Kvb we›`yØq 3x−2y=6  mij‡iLvwUi wecixZ cv‡k Aew¯’Z?	M1 MCQ 2.mhtml	11	
I 	(3,1)  I (2,4) 	M1 MCQ 2.mhtml	11	
I 	(1,2)  I  (2, 4) 	M1 MCQ 2.mhtml	11	
 I 	 (3, 1)  I  (6, 2) 	M1 MCQ 2.mhtml	11	
I 	 (1, 2)  I  (−1, 3) 	M1 MCQ 2.mhtml	11	
I	3x+2y=8  I 2ax−3by=9  `yBwU wfbœ †iLvi mgxKiY n‡j, a I b Gi †mU h_vµ‡g-	M1 MCQ 2.mhtml	12	
